keywords,segments,visit count
"['سیاه', 'فارسی', 'دوبله فارسی', 'دوبله', 'فیلم']",['salamat'],500
"['درس', 'جلسه', 'فصل']",['maleSegment'],457
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],160
"['لاو', 'دانلود آهنگ', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",41
"['خیانت', 'سومین', 'تلخ', 'تجربه', 'ماه']",['femaleSegment'],159
"['لحظه', 'تومان', 'دلار']",['maleSegment'],176
"['محاکمه', 'کشت', 'نفع', 'جوانی', 'مرا', 'زنی']",['femaleSegment'],289
"['زایمان', 'طبیعی']","['femaleSegment', 'koodakvanozad', 'khanevadehvakhanedari', 'moosighi']",7
"['نی', 'تبادل نظرهای', 'نظرهای', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],265
"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'zibaievamode', 'salamat']",898
"['لحظه', 'تومان', 'دلار']",['maleSegment'],380
"['خط', 'جلسه', 'قسمت', 'فصل']",['maleSegment'],545
"['آهنگ', 'دانلود آهنگ', 'آهنگ دانلود', 'دانلود']",['femaleSegment'],727
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],221
"['فیلم', 'دانلود']",['salamat'],533
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],72
['حساب'],"['zibaievamode', 'femaleSegment']",559
"['لاو', 'دانلود آهنگ', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",668
"['نزدیکی', 'چک', 'روز']",['femaleSegment'],722
"['ماده', 'ارزان']",['femaleSegment'],737
['پلاس'],"['salamat', 'laghari']",814
"['تتلو', 'آهنگ امیر', 'گیتار']",['femaleSegment'],223
"['تست', 'آنلاین']",['femaleSegment'],981
"['جنین', 'پسر', 'ویدئو', 'شکم']","['femaleSegment', 'koodakvanozad', 'khanevadehvakhanedari']",821
"['نداره', 'دنیا']",['maleSegment'],65
"['قدیمی', 'گلچین', 'آهنگ قدیمی']","['javan', 'femaleSegment', 'moosighi']",142
"['سفید', 'طرز']",['femaleSegment'],437
"['فیلم', 'دانلود']",['salamat'],356
"['بیت', 'لحظه', 'تومان', 'دلار']",['maleSegment'],125
"['خیانت', 'تجربه', 'زندگی']",['femaleSegment'],113
"['نی', 'موضوعات', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],401
"['دندان', 'درد', 'خانگی']",['femaleSegment'],528
"['فال', 'تازه']","['femaleSegment', 'salamat', 'laghari']",627
"['قیمت', 'محصولات', 'مشخصات']",['femaleSegment'],394
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],906
['حساب'],"['zibaievamode', 'femaleSegment']",270
"['ته', 'ترسناک', 'تک', 'دیگه', 'انگیز']","['javan', 'femaleSegment']",942
"['آهنگ', 'ترجمه', 'تی', 'اس', 'متن آهنگ']",['femaleSegment'],75
"['خواص', 'سلامتی', 'سیاه', 'سبز']",['femaleSegment'],268
['انیمیشن'],['maleSegment'],571
"['نی', 'تبادل نظرهای', 'نظرهای', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],470
"['روسیه', 'تمرینات', 'گیر', 'نفس']",['femaleSegment'],778
"['آهنگ', 'آهنگ ایرانی', 'ایرانی', 'دانلود آهنگ', 'سایت']",['femaleSegment'],515
"['فصل قسمت', 'انیمه', 'قسمت', 'فصل']",['femaleSegment'],425
"['کوتاه', 'کوتاه لینک', 'کسب درآمد', 'درآمد', 'کسب']",['femaleSegment'],48
['حساب'],"['zibaievamode', 'femaleSegment']",288
"['فیلم', 'دانلود']",['salamat'],352
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],812
"['بارداری', 'اولیه', 'تست']",['femaleSegment'],38
"['حافظ', 'فال']","['femaleSegment', 'salamat', 'laghari']",170
"['ترکی', 'دانلود آهنگ', 'آهنگ', 'دانلود']","['javan', 'femaleSegment', 'moosighi']",201
"['بیماری', 'مقابله']",['javan'],758
['حساب'],"['zibaievamode', 'femaleSegment']",466
"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'laghari']",373
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",392
"['رایگان فیلم', 'دانلود سریال', 'دانلود', 'دانلود رایگان', 'قسمت', 'سریال']",['javan'],950
"['فیلم', 'دانلود']",['salamat'],87
"['دانلود روزانه', 'مکان', 'فارسی دانلود', 'روزانه', 'دانلود']",['javan'],377
"['لیگ برتر', 'برتر', 'جدول', 'لیگ']",['maleSegment'],761
"['چراغ', 'روشن']",['maleSegment'],787
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],83
"['فیلم', 'دانلود']",['salamat'],919
"['حمید', 'دانلود']",['javan'],882
"['فول آلبوم', 'فول', 'آلبوم', 'صورت']","['javan', 'femaleSegment', 'moosighi']",814
['مجید'],['femaleSegment'],292
"['نی', 'خوشگل', 'آلبوم', 'نی نی']",['femaleSegment'],891
"['آپارتمان', 'اجاره']","['khodro', 'femaleSegment']",67
"['استرس', 'بدن']",['javan'],719
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],110
"['فول آلبوم', 'فول', 'آلبوم', 'صورت']","['javan', 'femaleSegment', 'moosighi']",410
"['زمان', 'آفتاب', 'ظهر']",['maleSegment'],993
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],13
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],575
"['لحظه', 'تومان', 'دلار']",['maleSegment'],132
['حساب'],"['zibaievamode', 'femaleSegment']",255
"['سریال', 'فیلم', 'فیلم سریال', 'دانلود روزانه']",['javan'],358
"['قلبم', 'دانلود ریمیکس', 'سعید', 'ریمیکس', 'اهنگ']",['femaleSegment'],210
"['روز', 'آهنگ امیر', 'تتلو']","['javan', 'moosighi']",797
"['سهام', 'واریز', 'سهام عدالت', 'سود', 'عدالت']",['maleSegment'],721
"['تک', 'بعدی', 'باران', 'باشه']","['javan', 'femaleSegment']",698
['فال'],"['femaleSegment', 'salamat', 'laghari']",876
"['شایع', 'رفیق', 'آهنگ']",['femaleSegment'],546
"['میوه', 'خواص', 'توصیه', 'توانید', 'مصرف', 'برنامه']",['femaleSegment'],588
"['ترسناک', 'دانلود فیلم', 'فیلم']",['salamat'],872
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],997
"['یو', 'دانلود جدیدترین', 'اپ']",['femaleSegment'],527
"['سیب', 'خوشمزه', 'مجلسی']",['femaleSegment'],194
['حساب'],"['zibaievamode', 'femaleSegment']",486
"['مشاوره', 'کرم', 'سحر']",['maleSegment'],525
"['فیلم', 'دانلود']",['salamat'],912
"['چالش', 'آنلاین']","['femaleSegment', 'khanevadehvakhanedari', 'laghari']",712
"['سیاه', 'دوبله فارسی', 'دوبله', 'سانسور', 'فارسی', 'فیلم']",['maleSegment'],739
"['پرنده', 'درخت', 'قدیم', 'بیا', 'خاک']",['maleSegment'],469
"['باشی', 'اهنگ']",['femaleSegment'],100
"['خوشگل', 'حسین']","['koodakvanozad', 'khanevadehvakhanedari']",665
"['سریال', 'دانلود سریال', 'دانلود']","['javan', 'moosighi']",745
"['ترکی', 'دانلود آهنگ', 'آهنگ', 'دانلود']","['javan', 'femaleSegment', 'moosighi']",744
"['ø¹ø', 'øªø', 'ûœ', 'ø¹ø ùˆ', 'ùˆ']",['maleSegment'],394
"['تک', 'بعدی', 'باران', 'باشه']","['javan', 'femaleSegment']",990
"['ریمیکس', 'دانلود اهنگ', 'اهنگ', 'اورجینال']",['femaleSegment'],435
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",627
"['آپارتمان', 'اجاره']","['khodro', 'femaleSegment']",456
"['آپارتمان', 'اجاره']","['khodro', 'femaleSegment']",207
"['خاطرات', 'زایمان']","['femaleSegment', 'koodakvanozad', 'khanevadehvakhanedari', 'moosighi']",103
"['دیس لاو', 'دیس', 'لاو']","['javan', 'femaleSegment', 'moosighi']",193
"['خواندنی', 'غذاهای']",['femaleSegment'],822
"['طلاق', 'کار']",['femaleSegment'],786
"['کردی', 'دل', 'اهنگ']","['javan', 'femaleSegment', 'moosighi']",660
"['آپارتمان', 'اجاره']","['khodro', 'femaleSegment']",835
"['ضعف', 'نقطه', 'مسعود']",['femaleSegment'],975
"['قیمت', 'محصولات', 'مشخصات']",['femaleSegment'],462
"['خط', 'جلسه', 'قسمت', 'فصل']",['maleSegment'],408
"['نگه', 'بیماری']",['javan'],193
"['تاریخی', 'دانلود سریال', 'سریال']",['salamat'],994
"['آهنگ', 'آنلاین', 'آنلاین آهنگ', 'آنلاین دانلود']","['femaleSegment', 'khanevadehvakhanedari', 'laghari']",342
"['جوش', 'بردن', 'پوست']",['sarmayegozari'],90
"['ماده', 'ارزان']",['femaleSegment'],318
"['فیلم', 'دانلود']",['salamat'],776
"['مرتضی', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",985
"['سریال', 'فیلم', 'فیلم سریال', 'دانلود روزانه']",['javan'],536
"['مال', 'ریمیکس']",['femaleSegment'],59
"['نوزاد', 'ویدئو']",['femaleSegment'],133
"['حافظ', 'فال']","['femaleSegment', 'salamat', 'laghari']",981
"['فیلم', 'دانلود']",['salamat'],393
['حساب'],"['zibaievamode', 'femaleSegment']",440
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],535
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],16
"['مرحله', 'جام', 'تیم']","['javan', 'technology']",519
"['فیلم', 'دانلود']",['salamat'],357
"['لحظه', 'تومان', 'دلار']",['maleSegment'],751
"['ترکی', 'دانلود آهنگ', 'آهنگ', 'دانلود']","['javan', 'femaleSegment', 'moosighi']",239
"['تصور', 'ببرید', 'لایک', 'تک', 'شدم', 'دیگه']","['javan', 'femaleSegment']",495
"['سلامت', 'شایع', 'مختلفی', 'دلایل']","['femaleSegment', 'salamat']",772
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",733
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],286
"['ùˆø', 'ûœ', 'ùˆ']",['maleSegment'],214
"['مادر', 'آشنا']",['femaleSegment'],631
"['زمان', 'آفتاب', 'ظهر']",['maleSegment'],321
"['باران', 'دانلود آهنگ']",['femaleSegment'],604
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],222
"['دانلود سریال', 'سریال']",['javan'],777
"['فیلم', 'دانلود']",['salamat'],423
"['فیلم', 'دانلود']",['salamat'],400
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],405
"['پیک', 'شهر']",['femaleSegment'],756
"['زند', 'زیبای', 'دختر', 'علی']",['femaleSegment'],802
"['عید', 'دهم']","['khodro', 'maleSegment']",984
"['ریمیکس', 'دانلود اهنگ', 'اهنگ', 'اورجینال']",['femaleSegment'],870
"['سعید', 'قلبم', 'اهنگ']",['femaleSegment'],785
"['مرتضی', 'رضا', 'موزیک', 'دانلود آهنگ']","['javan', 'femaleSegment', 'moosighi']",896
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",284
"['مرتضی', 'خواب', 'موزیک', 'دانلود آهنگ']","['javan', 'femaleSegment', 'moosighi']",883
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],937
"['لحظه', 'تومان', 'دلار']",['maleSegment'],834
"['سیاه', 'سفید']",['femaleSegment'],938
['حساب'],"['zibaievamode', 'femaleSegment']",265
"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",506
"['مرتضی', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",491
"['مرتضی', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",550
"['سریال', 'فیلم', 'فیلم سریال', 'دانلود روزانه']",['javan'],734
"['ریمیکس', 'لیلا', 'دانلود ریمیکس', 'دانلود اهنگ']",['salamat'],660
"['مرتضی', 'موزیک', 'دانلود آهنگ', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",455
"['مرتضی', 'استوری', 'موزیک', 'دانلود آهنگ']","['javan', 'femaleSegment', 'moosighi']",70
"['تک', 'بد', 'همسر', 'شاد', 'عاشقانه']","['javan', 'femaleSegment']",73
['مرتضی'],"['javan', 'femaleSegment', 'moosighi']",92
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],151
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],50
['الهی'],['femaleSegment'],537
"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",777
"['مرتضی', 'موزیک', 'دانلود آهنگ', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",368
"['شجریان', 'نفس']",['femaleSegment'],312
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",397
"['سریال', 'فیلم', 'فیلم سریال', 'دانلود روزانه']",['javan'],823
"['غرب', 'جدول', 'لیگ', 'آمریکا']",['maleSegment'],12
['جنسی'],['femaleSegment'],310
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",438
"['استان', 'ایران']",['maleSegment'],424
"['انیمه', 'دیدن', 'سینمایی', 'لیست']",['femaleSegment'],722
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],615
['نگه'],['javan'],52
"['مرتضی', 'موزیک', 'دانلود آهنگ', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",392
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],721
"['کافه', 'آپدیت', 'بازار']",['femaleSegment'],373
['حساب'],"['zibaievamode', 'femaleSegment']",692
"['آهنگ محسن', 'محسن', 'همسر']",['femaleSegment'],40
"['دانلود آهنگ', 'آهنگ', 'دانلود']","['javan', 'femaleSegment', 'moosighi']",860
['اون'],['femaleSegment'],958
"['تتلو', 'امیر', 'آهنگ امیر']",['femaleSegment'],944
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],937
"['مادر', 'آشنا']",['femaleSegment'],537
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],382
"['سیاه', 'دانلود']",['javan'],222
['انیمیشن'],['maleSegment'],256
"['بازی', 'آپدیت', 'بازی کامپیوتر', 'سالم', 'ال']","['maleSegment', 'technology']",150
"['دانلود روزانه', 'مکان', 'فارسی دانلود', 'روزانه', 'دانلود']",['javan'],687
"['رایگان نرم', 'نرم افزار']","['maleSegment', 'technology']",944
"['مرجع دانلود', 'ویدئو', 'آپلود', 'مرجع']",['technology'],146
"['مرتضی', 'قدیمی', 'عشق']","['javan', 'femaleSegment', 'moosighi']",448
['حساب'],"['zibaievamode', 'femaleSegment']",305
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],531
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],550
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",155
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],231
"['انیمه', 'دیدن', 'سینمایی', 'لیست']",['femaleSegment'],287
['تاپ'],['femaleSegment'],966
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",255
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],502
"['لباس', 'خرید', 'مانتو', 'مجلسی']",['femaleSegment'],325
"['لباس', 'خرید', 'مانتو', 'مجلسی']",['femaleSegment'],841
"['کلام', 'عاشقانه', 'سریال']",['maleSegment'],762
['مردانه'],['femaleSegment'],165
['نظرتون'],['femaleSegment'],568
"['راز', 'خوشمزه', 'درست']",['femaleSegment'],633
"['دعا', 'فراهم', 'برترین', 'رعایت', 'گوید', 'شرایط']",['koodakvanozad'],525
"['تک', 'ببرید', 'لایک', 'پارت', 'بعدی']","['javan', 'femaleSegment']",955
"['غرب', 'جدول', 'لیگ', 'آمریکا']",['maleSegment'],833
['حساب'],"['zibaievamode', 'femaleSegment']",534
['حساب'],"['zibaievamode', 'femaleSegment']",152
"['کره', 'کره جنوبی', 'جنوبی']",['femaleSegment'],653
"['کلام', 'بیت', 'عاشقانه', 'سریال']",['maleSegment'],841
"['سریال', 'فیلم', 'فیلم سریال', 'دانلود روزانه']",['javan'],681
['بازی'],"['javan', 'moosighi']",323
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],149
"['ریمیکس', 'اهنگ', 'کشور', 'اسک دریافت', 'سایت اسک', 'اسک']",['sarmayegozari'],92
"['انسان', 'عمر']",['femaleSegment'],766
"['مادر', 'آشنا']",['femaleSegment'],148
['مردانه'],['femaleSegment'],679
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],987
"['رفیق', 'مرتضی', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",528
"['ریمیکس', 'اکبر', 'الله']",['femaleSegment'],34
['الهی'],['femaleSegment'],8
"['گوش', 'درد']",['femaleSegment'],234
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",299
"['خرید', 'برند', 'ارسال', 'داخلی']","['zibaievamode', 'femaleSegment']",264
"['صفحه اخبار', 'صفحه', 'اخبار']",['salamat'],598
"['سریال', 'آهنگ']",['maleSegment'],169
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],708
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],654
"['زنجان', 'زمان', 'آفتاب']",['maleSegment'],739
"['ماده', 'ارزان']",['femaleSegment'],174
"['العاده', 'خواب']","['khodro', 'femaleSegment']",386
"['گوش', 'درد']",['femaleSegment'],212
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",605
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],844
"['انگلیس', 'لیگ برتر', 'برتر', 'جدول', 'لیگ']",['maleSegment'],757
"['فیلم', 'دانلود']",['salamat'],568
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],698
"['ریشه', 'دانلود']",['javan'],187
['آهنگ'],"['javan', 'femaleSegment', 'moosighi']",791
['آهنگ'],"['javan', 'femaleSegment', 'moosighi']",464
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",886
"['آهنگ', 'تولدت مبارک', 'تولدت', 'کلام', 'دانلود آهنگ']",['maleSegment'],971
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],601
"['آهنگ محسن', 'محسن', 'دانلود آهنگ']",['femaleSegment'],833
"['اسپانیا', 'جدول', 'رده']",['maleSegment'],858
"['اسم', 'دوست', 'انگلیسی']","['javan', 'moosighi']",116
"['دانلود روزانه', 'مکان', 'فارسی دانلود', 'روزانه', 'دانلود']",['javan'],718
"['قلبم', 'نداره']",['femaleSegment'],781
"['پیشرفت', 'طلاق', 'شوهرم']",['femaleSegment'],981
"['موبو', 'لینک دانلود', 'لینک', 'فیلم']",['maleSegment'],321
"['ریمیکس', 'بارون']",['femaleSegment'],339
"['بسته', 'ایجاد', 'توسط', 'استفاده', 'آموزش']",['technology'],905
"['لاو', 'دانلود آهنگ', 'آهنگ']","['javan', 'femaleSegment', 'moosighi']",755
"['صفحه اخبار', 'صفحه', 'اخبار']",['salamat'],417
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس', 'لاو']","['javan', 'femaleSegment', 'moosighi']",300
"['سریال', 'دانلود سریال', 'دانلود']","['javan', 'moosighi']",694
"['مرتضی', 'عشق']","['javan', 'femaleSegment', 'moosighi']",407
['هزار'],['maleSegment'],196
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],984
"['بازار', 'نصب', 'نسخه']",['femaleSegment'],543
"['درمان', 'مصرف']",['maleSegment'],252
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],732
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],714
"['محسن', 'دانلود آهنگ', 'آهنگ', 'دانلود']",['maleSegment'],637
"['جالب', 'ابزار', 'وسایل', 'تماشا']",['khodro'],808
['عفونت'],['javan'],247
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],386
"['لحظه', 'تومان', 'دلار']",['maleSegment'],513
"['فیلم', 'دانلود']",['salamat'],76
"['دانلود روزانه', 'مکان', 'فارسی دانلود', 'روزانه', 'دانلود']",['javan'],45
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",775
"['خیانت', 'تجربه']",['femaleSegment'],527
"['عید', 'دهم']","['khodro', 'maleSegment']",457
"['قسمت', 'فصل قسمت', 'دانلود سریال', 'فصل']",['maleSegment'],762
"['بیا', 'دیدن']",['femaleSegment'],946
"['ماشین', 'خودرو', 'نو', 'هزینه']",['maleSegment'],759
"['معین', 'یاد']",['femaleSegment'],485
"['زمان', 'آفتاب', 'ظهر']","['salamat', 'laghari']",495
['نظرتون'],['femaleSegment'],562
"['تتلو', 'هنری', 'امیر', 'آهنگ امیر']",['mohajerat'],551
"['فارسی چسبیده', 'چسبیده', 'کره', 'دانلود سریال', 'زیرنویس فارسی']","['javan', 'femaleSegment', 'moosighi']",733
"['دانلود', 'دانلود آهنگ', 'آهنگ', 'دانلود اهنگ', 'صدای', 'اهنگ']",['salamat'],226
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],999
"['مطالب', 'پروفایل']",['femaleSegment'],509
"['پذیر', 'باشه']","['femaleSegment', 'salamat']",937
"['نی', 'تبادل نظرهای', 'نظرهای', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],371
"['فال', 'روزانه']","['khanevadehvakhanedari', 'varzeshi']",782
"['دیس لاو', 'دیس', 'لاو', 'موزیک', 'پدر']","['javan', 'femaleSegment', 'moosighi']",42
['جستجوی'],"['javan', 'moosighi']",392
['حساب'],"['zibaievamode', 'femaleSegment']",801
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],57
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],906
['سامان'],['technology'],599
['سامان'],['technology'],864
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['maleSegment'],280
['گل'],['femaleSegment'],293
"['غمگین', 'کوتاه']",['femaleSegment'],370
"['متن', 'عاشقانه']","['salamat', 'laghari']",268
"['صفحه اخبار', 'صفحه', 'اخبار']","['maleSegment', 'laghari']",122
"['آریا', 'دلم']",['femaleSegment'],576
"['گل', 'ویدیو ورزش', 'ورزش', 'ویدیو']","['javan', 'technology']",673
"['مرحله', 'ساده', 'آموزش']",['femaleSegment'],97
"['ترجمه', 'متن', 'معنی']","['maleSegment', 'varzeshi']",173
"['غمگین', 'عاشقانه', 'کوتاه', 'استوری', 'متن']",['femaleSegment'],518
"['هایش', 'دندان']",['femaleSegment'],648
"['غمگین', 'کوتاه', 'متن']",['femaleSegment'],165
"['کوتاه', 'گلچین', 'جدایی', 'متن', 'غمگین']",['femaleSegment'],369
"['اسم', 'دوست', 'گوشی']","['javan', 'moosighi']",390
"['بازی', 'کامپیوتر', 'دانلود بازی']",['maleSegment'],421
"['توضیحات', 'کیک', 'آشپزی', 'دستور']","['maleSegment', 'zibaievamode', 'salamat']",904
"['بازی', 'بازی کامپیوتر', 'کامپیوتر', 'دانلود بازی', 'دوبله فارسی', 'دوبله']",['maleSegment'],240
"['زند', 'زیبای', 'دختر', 'علی']",['femaleSegment'],969
"['بخاطر', 'خواهر', 'تک', 'اون', 'عاشق']","['javan', 'femaleSegment']",167
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],539
"['دیجیتال', 'صفحه', 'روز', 'قیمت']",['maleSegment'],110
"['ستارگان', 'دانلود انیمیشن', 'بد', 'انیمیشن', 'جنگ']","['javan', 'zibaievamode']",983
"['غمگین', 'کوتاه']",['femaleSegment'],578
"['نی', 'تبادل نظرهای', 'نظرهای', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],470
"['غمگین', 'کوتاه', 'متن']",['femaleSegment'],473
"['استار', 'پویا', 'یو']","['javan', 'femaleSegment', 'moosighi']",41
"['جواد', 'دانلود آهنگ', 'آهنگ', 'دانلود', 'قدیمی', 'آهنگ قدیمی']","['javan', 'technology']",975
"['نوجوان', 'خرید', 'ایده', 'دختر']",['femaleSegment'],635
"['عکس نوشته', 'نوشته', 'متن']",['maleSegment'],787
"['دلم', 'آهنگ', 'دانلود', 'دانلود آهنگ']","['javan', 'moosighi']",443
"['خرید فروش', 'دیجیتال', 'قدم', 'ارز']",['femaleSegment'],994
"['میلی', 'امین', 'قرص', 'گرم']",['maleSegment'],97
"['خواب', 'تعبیر']",['femaleSegment'],220
['گل'],['femaleSegment'],349
"['دانلود روزانه', 'فارسی دانلود', 'روزانه', 'دانلود', 'دوبله فارسی', 'دوبله']",['femaleSegment'],779
"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",739
"['فال', 'کارت']","['femaleSegment', 'salamat', 'laghari']",670
"['امید', 'واکنش']","['javan', 'maleSegment', 'moosighi', 'varzeshi']",853
"['تی', 'تاپ', 'خانگی', 'کیک']","['maleSegment', 'zibaievamode', 'salamat']",881
"['صفحه اخبار', 'صفحه', 'اخبار']",['salamat'],578
"['دیس لاو', 'دیس', 'لاو', 'پدر']","['javan', 'femaleSegment', 'moosighi']",619
"['میلی', 'امین', 'قرص', 'گرم']",['maleSegment'],591
"['غمگین', 'کوتاه', 'متن']",['femaleSegment'],981
"['خودم', 'عکس', 'قشنگ', 'متن']",['femaleSegment'],844
"['دروغ', 'مطالب']",['femaleSegment'],461
"['خرید فروش', 'دیجیتال', 'قدم', 'ارز']",['femaleSegment'],791
"['بند', 'دلم']",['javan'],704
"['داستان', 'عشق', 'معرفی']","['javan', 'femaleSegment']",225
"['تتلو', 'اهنگ']","['javan', 'moosighi']",7
"['حافظ', 'واقعی', 'فال', 'تازه']","['femaleSegment', 'salamat', 'laghari']",568
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],422
"['نظری', 'وحید', 'آور', 'کام', 'اسلام', 'جنوبی']","['javan', 'moosighi']",515
"['پوست', 'قرص']","['zibaievamode', 'femaleSegment']",239
"['ترکی', 'دانلود آهنگ', 'آهنگ', 'دانلود']","['javan', 'femaleSegment', 'moosighi']",336
['مرتضی'],"['javan', 'femaleSegment', 'moosighi']",202
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'دیس لاو', 'دیس']","['javan', 'femaleSegment', 'moosighi']",847
"['دیجیتال', 'لحظه']",['maleSegment'],211
"['دیجیتال', 'لحظه']",['maleSegment'],66
['جستجوی'],"['javan', 'moosighi']",342
