keywords,segments,visit count
"['مرتضی', 'قدیمی', 'عشق', 'آهنگ']",['zibaievamode'],469
"['علی', 'آهنگ علی', 'زیبای']",['femaleSegment'],59
"['گلزار', 'محمدرضا', 'قدیمی', 'عشق']",['zibaievamode'],547
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['sarmayegozari'],244
"['صفحه اخبار', 'صفحه', 'اخبار']","['salamat', 'laghari']",687
"['میثم', 'کد', 'آوای', 'پیشواز', 'انتظار']",['femaleSegment'],411
"['رقص', 'محلی', 'ترک']",['femaleSegment'],246
['آپلود'],"['javan', 'moosighi']",671
"['دریا', 'علی', 'آهنگ علی']",['femaleSegment'],967
"['رقص', 'محلی', 'ترک']",['femaleSegment'],502
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",320
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['sarmayegozari'],385
"['اف', 'مالی']",['femaleSegment'],109
"['اهنگ', 'ترکی']",['femaleSegment'],163
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",792
"['مرغ', 'چرخ']",['femaleSegment'],922
"['حجم', 'دانلود بازی', 'بازی']",['femaleSegment'],126
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",735
"['محمد', 'آهنگ محمد']",['femaleSegment'],554
"['نوت', 'پرو']",['maleSegment'],437
"['رئیسی', 'ستاد', 'سلیمانی']",['maleSegment'],855
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],21
"['ویدئویی', 'پخت', 'طراحی', 'جامع', 'دوره', 'آموزش']",['maleSegment'],14
"['قدیم', 'منتظر', 'جاده']",['maleSegment'],814
"['سامسونگ', 'گوشی', 'قیمت گوشی']",['femaleSegment'],255
"['تنگ', 'دل', 'ناصر']","['femaleSegment', 'zibaievamode', 'salamat']",740
['ماشین'],['femaleSegment'],287
['دل'],['femaleSegment'],447
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",823
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",512
['اختیار'],"['femaleSegment', 'zibaievamode', 'salamat']",379
"['جوش', 'صورت', 'بردن', 'خانگی']",['femaleSegment'],609
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],478
"['طالع', 'بینی', 'طالع بینی']",['femaleSegment'],446
"['رایگان نرم', 'مدیریت', 'نرم افزار', 'افزار', 'نرم', 'دانلود رایگان']",['maleSegment'],31
"['محسن', 'آهنگ محسن']",['femaleSegment'],907
"['وضعیت', 'دانلود', 'دانلود آهنگ']",['femaleSegment'],476
"['سعید', 'شب', 'دانلود آهنگ']",['khanevadehvakhanedari'],387
"['زنگ', 'غمگین', 'العاده']","['salamat', 'laghari']",820
"['شجریان', 'محمدرضا', 'دریا']",['maleSegment'],952
"['باران', 'حجت']",['maleSegment'],377
"['نوت', 'پرو']",['maleSegment'],303
"['سریال', 'دانلود سریال']","['filmocinema', 'technology']",715
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],754
"['نفس', 'خبر', 'اهنگ']","['femaleSegment', 'zibaievamode', 'salamat']",380
"['هنرمندان', 'خارجی']","['femaleSegment', 'salamat']",626
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",422
"['باران', 'صدای']",['femaleSegment'],317
"['بافت', 'ماهی', 'مطالب']","['femaleSegment', 'zibaievamode', 'salamat']",331
"['مادر', 'آهنگ']",['femaleSegment'],483
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']",['sarmayegozari'],195
"['گیتار', 'مانده', 'خدا', 'موزیک دانلود']","['javan', 'femaleSegment', 'moosighi', 'salamat', 'laghari']",78
"['دیوونه', 'خوشگل']",['femaleSegment'],371
"['جوش', 'صورت', 'بردن', 'خانگی']",['femaleSegment'],587
['باران'],['femaleSegment'],504
"['دانلود', 'کیفیت اصلی', 'دانلود آهنگ', 'هندی', 'آهنگ']",['femaleSegment'],751
"['علی', 'آهنگ علی', 'زیبای']",['femaleSegment'],922
"['جنین', 'تشکیل']",['femaleSegment'],834
"['کودکانه', 'دانلود']",['maleSegment'],420
"['نی', 'تبادل']","['koodakvanozad', 'salamat', 'laghari']",268
"['زن', 'مشکلات']",['femaleSegment'],987
"['روز', 'اهنگ', 'جوانی', 'محلی', 'دانلود اهنگ']","['femaleSegment', 'zibaievamode', 'salamat']",698
"['زنگ', 'موبایل', 'شاد']",['femaleSegment'],416
['دل'],['femaleSegment'],110
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],752
"['بشناسید', 'نشانه', 'بدن']",['maleSegment'],93
"['مکان', 'فاصله', 'وضعیت']",['maleSegment'],299
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",457
"['باران', 'صدای']",['femaleSegment'],104
"['رایگان نرم', 'مدیریت', 'نرم افزار', 'افزار', 'نرم', 'دانلود رایگان']",['maleSegment'],675
"['عاشق', 'رابطه', 'اهنگ']",['femaleSegment'],56
"['کلام', 'خارجی', 'آهنگ']",['femaleSegment'],921
"['کشته', 'فرمانده']","['khanevadehvakhanedari', 'maleSegment', 'zibaievamode', 'salamat']",610
"['بارون', 'مسعود']","['femaleSegment', 'moosighi']",334
"['محسن', 'آهنگ محسن']",['femaleSegment'],243
"['آهنگ', 'علی', 'گرامی']",['femaleSegment'],272
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],720
"['قدیمی', 'آهنگ', 'دانلود آهنگ']",['femaleSegment'],378
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],256
"['نم', 'مجتبی', 'بارون', 'متن اهنگ', 'شاه']","['filmocinema', 'femaleSegment']",73
"['سنتی', 'دکوراسیون', 'ایرانی']",['femaleSegment'],12
"['باران', 'حجت']",['maleSegment'],82
"['شب', 'آهنگ', 'دانلود']","['khanevadehvakhanedari', 'femaleSegment']",773
"['حمید', 'متن کیفیت']","['sarmayegozari', 'salamat']",507
"['عروس', 'ترکی', 'بازیگران', 'بیوگرافی']",['maleSegment'],642
"['قصه', 'صوتی', 'ویدئو']",['femaleSegment'],687
"['قصه', 'صوتی', 'ویدئو']",['femaleSegment'],130
['اختیار'],"['femaleSegment', 'zibaievamode', 'salamat']",468
"['نوری', 'شاهین', 'نوحه', 'پور']",['femaleSegment'],207
"['تالاب', 'زناشویی']","['maleSegment', 'varzeshi']",301
"['حق', 'اهنگ']","['zibaievamode', 'salamat']",972
"['اهنگ', 'گیتار', 'ریمیکس', 'ترکی', 'دانلود اهنگ']",['femaleSegment'],988
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",641
"['رسول', 'دانلود آهنگ', 'آهنگ']",['femaleSegment'],458
"['فایل', 'نرم']",['maleSegment'],786
"['پرسپولیس', 'بشار']",['maleSegment'],546
"['باران', 'حجت']",['maleSegment'],398
['زایمان'],['sarmayegozari'],59
"['اندازه', 'نکته']",['femaleSegment'],522
"['صدا', 'مشکل', 'اندروید']",['maleSegment'],541
"['شجریان', 'محمدرضا', 'دریا']",['maleSegment'],640
"['تالاب', 'زناشویی']",['femaleSegment'],133
"['آهنگ', 'متن کیفیت', 'آهنگ زیبای', 'دانلود آهنگ', 'آپ', 'الان']",['femaleSegment'],92
"['قلب', 'علی', 'آهنگ علی']",['femaleSegment'],597
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",0
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],663
"['جالب', 'قدم', 'ایده', 'ویدئو', 'زندگی']","['femaleSegment', 'salamat', 'laghari']",256
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],968
"['آهنگ', 'دانلود']","['femaleSegment', 'zibaievamode', 'salamat']",825
"['نی', 'تبادل']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",474
"['قسمت', 'شناسی', 'نمودار']",['femaleSegment'],332
"['زنگ', 'موبایل', 'ترکی']",['femaleSegment'],629
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",529
['آپلود'],"['javan', 'moosighi']",230
"['بازی', 'خلاصه بازی', 'خرداد', 'اختصاصی', 'ویدیو ورزش', 'خلاصه']","['maleSegment', 'khanevadehvakhanedari']",235
"['بافت', 'ماهی', 'مطالب']","['femaleSegment', 'zibaievamode', 'salamat']",372
['احسان'],['salamat'],188
"['فایل', 'نرم']",['maleSegment'],472
"['حق', 'اهنگ']","['zibaievamode', 'salamat']",753
"['نفت', 'حقوقی']",['maleSegment'],798
"['باران', 'حجت']",['maleSegment'],705
"['انگلیسی', 'مرور', 'ابتدای']",['femaleSegment'],567
"['مردان', 'جذاب']",['femaleSegment'],768
"['خواب', 'تعبیر خواب', 'تعبیر']",['femaleSegment'],671
"['دانلود ریمیکس', 'ریمیکس', 'وای', 'دل']",['femaleSegment'],760
['اندروید'],['maleSegment'],928
"['رادیو', 'دانلود ریمیکس', 'رقص', 'ریمیکس', 'شاد']",['femaleSegment'],453
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",182
"['زنگ', 'موبایل']",['femaleSegment'],414
"['تسلیت', 'سالگرد', 'پدر', 'دایی', 'زیبا']",['maleSegment'],100
"['خواب', 'تعبیر خواب', 'تعبیر']",['femaleSegment'],266
"['صفحه اخبار', 'صفحه', 'اخبار']","['salamat', 'laghari']",864
"['طالع', 'بینی', 'فال']",['femaleSegment'],660
"['عکس نوشته', 'نوشته', 'عکس', 'پروفایل']",['maleSegment'],138
"['وام', 'سهام عدالت', 'عدالت']",['maleSegment'],30
['باران'],['femaleSegment'],236
"['ویدئو', 'مشکل', 'نتیجه']",['femaleSegment'],778
"['فصل قسمت', 'تخت', 'قسمت', 'فصل']",['maleSegment'],668
"['وزن', 'ویدئو']",['femaleSegment'],769
"['قدیمی', 'آهنگ', 'دانلود آهنگ']",['femaleSegment'],755
"['تنگ', 'دل', 'ناصر']","['femaleSegment', 'zibaievamode', 'salamat']",262
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",476
"['آهنگ', 'متن کیفیت', 'آهنگ زیبای', 'دانلود آهنگ', 'آپ', 'الان']",['femaleSegment'],539
"['شخصیت', 'دل', 'محبوب']",['femaleSegment'],879
"['دانلود فول', 'فول آلبوم', 'فول', 'آلبوم']",['maleSegment'],279
"['زنگ', 'موبایل', 'باحال']",['femaleSegment'],772
"['جهانی', 'مهدی', 'آهنگ']",['femaleSegment'],191
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",252
"['اهنگ', 'ترکی', 'جوان', 'قدیمی']",['femaleSegment'],100
"['کاش', 'هوای', 'علی']",['femaleSegment'],672
"['روز', 'اهنگ', 'جوانی', 'محلی', 'دانلود اهنگ']","['femaleSegment', 'zibaievamode', 'salamat']",526
"['نفت', 'حقوقی']",['maleSegment'],141
"['وام', 'سهام عدالت', 'عدالت']",['maleSegment'],470
"['نوبت', 'پلاک', 'تعویض', 'اینترنتی', 'خودرو']",['maleSegment'],35
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",376
"['سوریه', 'بیانیه']","['khanevadehvakhanedari', 'maleSegment', 'zibaievamode', 'salamat']",901
"['مقایسه', 'فول']",['maleSegment'],674
"['سامانه', 'لینک', 'آموزش']",['femaleSegment'],678
"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment']",521
"['رتبه', 'لایحه']","['maleSegment', 'zibaievamode', 'salamat']",939
['اختیار'],"['femaleSegment', 'zibaievamode', 'salamat']",716
"['گوناگون', 'اخبار']",['maleSegment'],499
"['چالش', 'اینستاگرام']","['javan', 'zibaievamode', 'salamat']",882
"['زنگ', 'موبایل', 'کلام', 'ترکی', 'غمگین']",['femaleSegment'],563
"['نفت', 'حقوقی', 'راهنمای', 'شرکت']",['maleSegment'],374
"['چالش', 'لباس', 'کفش']","['sarmayegozari', 'technology']",362
"['فال', 'روزانه']",['femaleSegment'],748
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",535
"['صادق', 'تعبیر خواب', 'تعبیر', 'خواب', 'امام']",['femaleSegment'],306
"['ویدئو', 'مشکل', 'نتیجه']",['femaleSegment'],737
"['دانلود فول', 'فول آلبوم', 'فول', 'آلبوم']",['maleSegment'],909
"['استقلال', 'الله', 'باشگاه']",['maleSegment'],965
"['راهنمایی', 'سفید']",['femaleSegment'],578
"['نصب', 'رفع', 'ارسال', 'مشکل', 'فایل']",['maleSegment'],197
"['آنلاین اهنگ', 'دانلود آنلاین', 'مشاهده دانلود', 'منتخب مشاهده', 'آهنگ منتخب', 'منتخب']",['maleSegment'],178
"['زنگ', 'موبایل', 'ترکی']",['femaleSegment'],19
"['طالع', 'بینی', 'فال']",['femaleSegment'],441
"['تنگ', 'دل', 'ناصر']","['femaleSegment', 'zibaievamode', 'salamat']",745
"['ناصر', 'صحنه']","['javan', 'femaleSegment']",954
['شاهین'],['femaleSegment'],299
"['معلم', 'دانلود آهنگ']",['femaleSegment'],301
"['آهنگ محسن', 'متن کیفیت', 'سحر', 'محسن', 'شب']",['femaleSegment'],859
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",51
"['گیتار', 'قدیمی']",['maleSegment'],870
"['جی', 'اندروید', 'فارسی']",['femaleSegment'],536
"['دانلود', 'فیلم', 'دانلود فیلم']","['zibaievamode', 'salamat']",471
"['افغانستان', 'داعش', 'مجدد']",['maleSegment'],633
"['افغانستان', 'داعش', 'مجدد']",['maleSegment'],333
['حمید'],"['sarmayegozari', 'salamat']",544
"['شیک', 'بچه', 'طرح']","['koodakvanozad', 'maleSegment']",813
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],682
"['بافت', 'کشی', 'دستگاه', 'ساخت', 'آموزش']",['femaleSegment'],869
"['گروه', 'بن']",['femaleSegment'],458
"['مقایسه', 'فول']",['maleSegment'],740
"['آهنگ', 'متن کیفیت', 'آهنگ زیبای', 'دانلود آهنگ', 'آپ', 'الان']",['femaleSegment'],747
"['غمگین', 'کوتاه', 'متن']",['femaleSegment'],397
"['شیک', 'یوسف', 'زمانی']",['femaleSegment'],985
['زایمان'],['sarmayegozari'],588
"['علی', 'دانلود', 'دانلود آهنگ', 'آهنگ', 'تکست']",['femaleSegment'],909
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",793
"['آل', 'صدای', 'کلیپ', 'علی', 'متن']",['femaleSegment'],741
"['نوروز', 'کرونایی']",['femaleSegment'],904
"['چشم', 'شنیده']",['femaleSegment'],318
"['قمار', 'متن کیفیت', 'زندگی']",['maleSegment'],303
"['ریال', 'تومان']",['salamat'],733
"['نامه', 'دانلود آهنگ', 'آهنگ', 'دانلود']",['femaleSegment'],518
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],196
"['آهنگ امیر', 'تتلو', 'امیر']",['femaleSegment'],77
"['نفت', 'حقوقی', 'راهنمای', 'شرکت']",['maleSegment'],113
"['بصورت', 'یکجا', 'حسین', 'دانلود']",['maleSegment'],404
"['اسم', 'معنی', 'معنای', 'معنی اسم']",['femaleSegment'],917
"['درمان', 'پرشین بخوانید', 'کارهای']",['maleSegment'],668
"['ماست', 'ماسک']",['femaleSegment'],442
"['طالع', 'بینی', 'فال']",['femaleSegment'],799
"['آهنگ', 'موزیک', 'دانلود آهنگ', 'العاده', 'دانلود']",['femaleSegment'],519
"['زنگ', 'موبایل']",['femaleSegment'],332
"['ویدئو', 'کودکان', 'بیماری', 'زن']",['femaleSegment'],150
"['میثم', 'عروسک']",['maleSegment'],570
['اینترنت'],['maleSegment'],867
"['نی', 'موضوعات', 'تبادل', 'نی سایت', 'نی نی']","['sarmayegozari', 'koodakvanozad', 'zibaievamode', 'mohajerat', 'femaleSegment', 'salamat']",885
"['نقطه', 'آهنگ', 'دانلود آهنگ']",['femaleSegment'],360
"['آل', 'علی', 'اسک دریافت', 'سایت اسک', 'اسک']",['femaleSegment'],361
"['وام', 'سهام عدالت', 'عدالت']",['maleSegment'],650
"['شخصیت', 'دل', 'محبوب']",['femaleSegment'],395
"['سن', 'ریمیکس', 'ترکی', 'اصلی', 'اهنگ']",['maleSegment'],547
"['دکتر', 'جون']",['femaleSegment'],283
"['نوری', 'شاهین', 'نوحه', 'پور']",['femaleSegment'],697
['ناصر'],"['filmocinema', 'femaleSegment']",329
"['خواص', 'اندام', 'غذایی', 'ارزش']",['maleSegment'],69
"['رادیو', 'دانلود ریمیکس', 'رقص', 'ریمیکس', 'شاد']",['femaleSegment'],732
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",998
"['جهانی', 'مهدی', 'آهنگ']",['femaleSegment'],329
"['شجریان', 'محمدرضا', 'گلچین']",['femaleSegment'],593
"['نی', 'تبادل نظرهای', 'نظرهای', 'تبادل', 'نی سایت', 'نی نی']","['javan', 'femaleSegment', 'salamat']",16
"['سقط', 'ویدئو']",['femaleSegment'],15
"['زنگ', 'موبایل', 'بنی', 'کلام']",['femaleSegment'],873
"['ترکی', 'ترکیه', 'ماشین', 'آهنگ']",['femaleSegment'],441
"['زمانی', 'یوسف']",['femaleSegment'],707
"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",951
"['بصورت', 'یکجا', 'حسین', 'دانلود']",['maleSegment'],465
"['عزیز', 'مرگ', 'آهنگ']",['femaleSegment'],718
"['آلمان', 'المللی', 'بازی', 'ملی']",['sarmayegozari'],120
"['صفحه اخبار', 'صفحه', 'اخبار']","['salamat', 'laghari']",266
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],770
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],96
"['بازیکنان', 'انگلیس', 'فوتبال']",['sarmayegozari'],700
"['اینترنت', 'راهنمای', 'آموزش', 'سامانه']",['maleSegment'],158
"['طالع', 'بینی', 'طالع بینی']",['femaleSegment'],376
"['ماست', 'ماسک']",['femaleSegment'],936
"['روز', 'اهنگ', 'جوانی', 'محلی', 'دانلود اهنگ']","['femaleSegment', 'zibaievamode', 'salamat']",756
['حسین'],['maleSegment'],798
"['بهرام', 'مریم', 'رضا', 'گل']",['femaleSegment'],220
"['لباس', 'الله', 'علی']",['maleSegment'],37
"['سن', 'ریمیکس', 'ترکی', 'اصلی', 'اهنگ']",['maleSegment'],687
['ناصر'],"['javan', 'femaleSegment']",265
"['شکسته', 'آهنگ']",['maleSegment'],244
"['آزار', 'معجزه', 'مکان', 'بردن', 'ظاهر']","['javan', 'maleSegment', 'moosighi', 'technology']",304
"['پلاس', 'گوشی']",['maleSegment'],24
"['فارسی', 'آنلاین', 'همراه']",['femaleSegment'],383
"['خواننده', 'زنده', 'آهنگ']",['khanevadehvakhanedari'],711
['عشق'],"['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment', 'salamat']",970
"['فرم', 'خانگی', 'طرز']",['femaleSegment'],693
"['احمد', 'آهنگ']",['femaleSegment'],966
['آهنگ'],"['salamat', 'laghari']",988
"['کودکانه', 'دانلود']",['maleSegment'],872
"['شیر', 'مرجع']",['femaleSegment'],539
"['گر', 'معجزه', 'جعبه']",['technology'],161
"['پدر', 'مادر', 'متن']",['femaleSegment'],27
"['آهنگهای', 'ترجمه', 'شاد', 'فارسی']",['femaleSegment'],651
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],365
"['بررسی', 'نقد']",['maleSegment'],906
"['مرتضی', 'قدیمی', 'عشق', 'آهنگ']",['zibaievamode'],150
"['مریم', 'اسم']",['femaleSegment'],371
"['نوبت', 'پلاک', 'تعویض', 'اینترنتی', 'خودرو']",['maleSegment'],384
"['وام', 'سهام عدالت', 'عدالت']",['maleSegment'],845
"['دانلود', 'دانلود آهنگ', 'آهنگ', 'استاد', 'زیبای', 'ترانه']",['maleSegment'],946
"['وزن', 'ویدئو']",['femaleSegment'],367
"['سامانه', 'لینک', 'آموزش']",['femaleSegment'],810
"['چشم', 'عفونت']",['femaleSegment'],745
"['نی', 'موضوعات', 'تبادل', 'نی سایت', 'نی نی']","['sarmayegozari', 'koodakvanozad', 'zibaievamode', 'mohajerat', 'femaleSegment', 'salamat']",932
"['ریمیکس', 'بگم', 'چجوری']",['femaleSegment'],821
"['ناصر', 'آهنگهای']","['javan', 'femaleSegment']",241
"['ریمیکس', 'دانلود ریمیکس', 'آهنگ']","['salamat', 'laghari']",820
"['ریمیکس', 'لیلا', 'دانلود ریمیکس', 'دانلود اهنگ']",['femaleSegment'],117
"['پدر', 'مادر', 'متن']",['femaleSegment'],13
"['بهرام', 'مریم', 'رضا', 'گل']",['femaleSegment'],958
"['دفاع مقدس', 'مستند', 'مقدس', 'دفاع', 'مرزی', 'صفر']","['maleSegment', 'salamat']",550
['حمید'],"['sarmayegozari', 'salamat']",117
"['دانلود', 'دانلود آهنگ', 'آهنگ', 'استاد', 'زیبای', 'ترانه']",['maleSegment'],750
"['طالع', 'بینی', 'فال']",['femaleSegment'],29
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",356
"['عشق', 'دانلود آهنگ', 'آهنگ']",['femaleSegment'],439
"['حذف', 'تلگرام', 'اسک دریافت', 'سایت اسک', 'اسک']",['femaleSegment'],250
"['جدا', 'شادی']",['femaleSegment'],884
"['شکسته', 'آهنگ']",['maleSegment'],772
['آهنگ'],"['salamat', 'laghari']",655
"['خواهر', 'تبریک تولد', 'تولد', 'تبریک']",['femaleSegment'],158
"['زیرنویس', 'دانلود فیلم', 'چسبیده']",['maleSegment'],930
"['ناصر', 'صحنه']","['javan', 'femaleSegment']",491
"['هوایی', 'کشف', 'آمریکایی', 'پایگاه', 'شهید']",['femaleSegment'],861
"['تولد', 'تولدت مبارک', 'تولدت']",['femaleSegment'],526
"['زنگ', 'موبایل', 'کلام']",['femaleSegment'],451
"['ویدئو', 'کودکان', 'بیماری', 'زن']",['femaleSegment'],931
['حسین'],['maleSegment'],37
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],626
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],198
"['ریمیکس', 'دانلود ریمیکس', 'آهنگ']","['salamat', 'laghari']",398
"['مادر', 'مطالب']",['femaleSegment'],403
['ناصر'],"['javan', 'femaleSegment']",312
"['کارتون', 'بایگانی', 'دختر', 'فصل']",['maleSegment'],401
"['آهنگ', 'کیفیت', 'کیفیت آنلاین', 'گلسارموزیک', 'کیفیت رسانه']",['femaleSegment'],700
"['بلوار', 'بانک', 'شعبه']",['maleSegment'],819
"['لباس', 'الله', 'علی']",['maleSegment'],370
"['زنگ', 'موبایل', 'بن']",['femaleSegment'],451
"['افغانستان', 'داعش', 'اظهارات', 'پرده']",['maleSegment'],960
"['تتلو', 'آهنگ غمگین', 'غمگین', 'امیر']","['femaleSegment', 'salamat']",763
"['اینترنت', 'راهنمای', 'آموزش', 'سامانه']",['maleSegment'],902
"['شکسته', 'آهنگ']",['maleSegment'],202
"['شب گذشته', 'رساند', 'مسی', 'ضربه', 'کیست']",['maleSegment'],756
"['بلوار', 'بانک', 'شعبه']",['maleSegment'],560
"['جراحی', 'عمل']",['femaleSegment'],518
"['دانلود آهنگ', 'آهنگ', 'حسن', 'دانلود', 'موزیک']",['salamat'],95
"['بهرام', 'باغ', 'رضا', 'گل']",['khanevadehvakhanedari'],777
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['koodakvanozad', 'salamat', 'laghari']",778
"['مادر', 'مطالب']",['femaleSegment'],316
"['اندروید', 'بازی اندروید', 'دانلود برنامه', 'اندروید دانلود']",['maleSegment'],435
"['ویتامین', 'دهنده', 'تشکیل', 'غذایی', 'ارزش', 'آب']","['khanevadehvakhanedari', 'salamat']",670
['خارجی'],['maleSegment'],657
"['آهنگ', 'موزیک', 'دانلود']",['femaleSegment'],962
"['صفحه اخبار', 'صفحه', 'اخبار']","['salamat', 'laghari']",569
"['همسر', 'سالگرد', 'عکسی', 'تبریک', 'خواننده']","['maleSegment', 'salamat']",334
"['سقط', 'ویدئو']",['femaleSegment'],790
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],700
"['مادر', 'مطالب']",['femaleSegment'],969
"['جملات', 'هنر', 'زیبا']",['femaleSegment'],365
"['ابراهیم', 'علاقه', 'محسن', 'آهنگ محسن']",['femaleSegment'],347
"['آهنگ امیر', 'تتلو', 'امیر', 'آهنگ']",['femaleSegment'],828
"['وام', 'تجارت نیوز', 'سهام عدالت']",['maleSegment'],519
"['تصویر', 'خدا', 'زیبا', 'متن', 'کیفیت']",['femaleSegment'],430
"['نقاشی', 'کودکان', 'رنگ', 'زیبا', 'رنگی']",['femaleSegment'],894
"['تست', 'داستان', 'خواندنی', 'پرطرفدار']",['femaleSegment'],668
"['مرزی', 'صفر', 'مستند']","['maleSegment', 'salamat']",44
"['تتلو', 'آهنگ غمگین', 'غمگین', 'امیر']","['femaleSegment', 'salamat']",374
"['نفت', 'حقوقی', 'راهنمای', 'شرکت']",['maleSegment'],226
"['عاشقانه', 'عکس']","['sarmayegozari', 'konkoor', 'salamat', 'laghari']",192
"['علی', 'آهنگ علی']","['konkoor', 'khanevadehvakhanedari', 'salamat', 'laghari']",754
"['بابک', 'وای']",['femaleSegment'],422
"['جهانی', 'مهدی', 'آهنگ']",['femaleSegment'],380
"['ساختمان', 'زندگی']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment', 'salamat', 'laghari']",135
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']","['khanevadehvakhanedari', 'koodakvanozad', 'femaleSegment']",625
"['نفت', 'حقوقی']",['maleSegment'],620
"['عربی', 'دانلود اهنگ', 'اهنگ']","['sarmayegozari', 'konkoor', 'salamat', 'laghari']",749
"['رتبه', 'لایحه']","['maleSegment', 'zibaievamode', 'salamat']",344
"['نفت', 'حقوقی', 'راهنمای', 'شرکت']",['maleSegment'],691
"['صفحه اخبار', 'صفحه', 'اخبار']","['khanevadehvakhanedari', 'femaleSegment']",60
"['نی', 'تبادل']","['khodro', 'femaleSegment', 'zibaievamode', 'koodakvanozad', 'salamat']",417
"['پرواز', 'علی', 'آهنگ علی', 'تکست']",['femaleSegment'],254
"['امید', 'دانلود']",['femaleSegment'],2
['سیم'],['femaleSegment'],110
"['ارسال', 'فایل']",['maleSegment'],603
['تقویم'],['femaleSegment'],146
"['غذای', 'سنتی', 'مرغ', 'درست', 'طرز']",['femaleSegment'],187
"['پروفایل', 'متن', 'زیبا', 'بیمار']",['femaleSegment'],837
"['دل', 'ابراهیم', 'آهنگ', 'دانلود آهنگ']",['femaleSegment'],940
['تقویم'],['femaleSegment'],857
"['اشعار', 'زیبای', 'محمد', 'عاشقانه', 'ناب', 'علی', 'گلچین']",['maleSegment'],411
"['حضرت', 'فاطمه']",['femaleSegment'],632
